id,condition,relationship_subtype,relationship_tag,backstory_used_in_mturk,positive_backstory,negative_backstory,seed_turn_index,seed_selection_method,seed_speaker_guess,seed_utterance,orig_vc_count,orig_vc_labels
126,negative,couple,positive|couple,"Leo, a pragmatic dentist, has a history of complex relationships. Previously, he was engaged to a woman named Gwen. She came from considerable wealth, but their relationship broke down when she discovered he was keeping secrets about his financial instability from her. Leo, fearing judgment and rejection, had purposefully concealed his dwindling credit score and looming bankruptcies. Since this tumultuous relationship, Leo developed a pattern of concealing truths he feared could lead to rejection, becoming adept at managing his personal image. He'd recently initiated contact with his son from this prior relationship, a child he'd previously shown little interest in to avoid disrupting his idealized life image.","Leo, a conscientious dentist, always took pride in his ability to navigate complex situations with the right measure of patience amd honesty. Over the years, he had cultivated a network of friends and patients who trusted him implicitly. Life, however, wasn't always a bed of roses for him. Scars from a past relationship lingered. The birth of his son was built on a shaky relationship and led to a breakup even before the child turned one. The mother then decided to raise the child mostly on her own. Leo was allowed only rare visitations - a painful reality he bore silently. Over the years, he decided to keep this part of his past hidden, lest it alter the perceptions people had of him. However, deep inside, he yearned to rebuild a relationship with his son and it was this earnest urge, coupled with his sense of honesty, that led him to finally share this secret with his girlfriend, Naomi.","Leo, a pragmatic dentist, has a history of complex relationships. Previously, he was engaged to a woman named Gwen. She came from considerable wealth, but their relationship broke down when she discovered he was keeping secrets about his financial instability from her. Leo, fearing judgment and rejection, had purposefully concealed his dwindling credit score and looming bankruptcies. Since this tumultuous relationship, Leo developed a pattern of concealing truths he feared could lead to rejection, becoming adept at managing his personal image. He'd recently initiated contact with his son from this prior relationship, a child he'd previously shown little interest in to avoid disrupting his idealized life image.",5,turn_problematic_avg,Naomi,"Wait, you have another child?",1,Moralistic Judgment
131,negative,couple,positive|couple,"At a young age, Gwen was forced to give up her child for adoption, a trauma she never quite overcame. She constantly seeks validation and companionship and is afraid of being alone, which had led her to exhibit controlling behavior in her relationships. In her desperation to keep her partner close, she unintentionally uses emotional manipulation. Although she has good intentions, her fear of abandonment often overshadows her ability to communicate effectively, and her attempts at reassurance often come off as overbearing and intrusive. This behavior has historically strained her relationships, and it might do the same with Benjamin.","In her teens, Gwen found herself in the throes of an unwanted pregnancy, making the heart-wrenching decision to give up her child for adoption at 16. This engendered a profound sense of empathy and adequate penchant for mental health within Gwen. Manifesting her resilience throughout life, she delved into the field of social work, spurring her desire to comfort and aid others grappling with personal turmoil. She connected with others through shared vulnerability, knitting not just scarves, but warm cocoons of understanding and support to swaddle those in need. Gwen's two adopted cats are a testament to her consistent urge to care for others, just as her knitting projects are tangible measures of her empathy. Submerging into these comforting routines, Gwen garnered strength from her past, softening the blow of her emotional upheavals, and inspiring her to be the beacon of solace for her loved ones, especially her partner Benjamin.","At a young age, Gwen was forced to give up her child for adoption, a trauma she never quite overcame. She constantly seeks validation and companionship and is afraid of being alone, which had led her to exhibit controlling behavior in her relationships. In her desperation to keep her partner close, she unintentionally uses emotional manipulation. Although she has good intentions, her fear of abandonment often overshadows her ability to communicate effectively, and her attempts at reassurance often come off as overbearing and intrusive. This behavior has historically strained her relationships, and it might do the same with Benjamin.",5,turn_problematic_avg,(Benjamin),"It's not just about me, though. It's larger than that.",0,
48,negative,couple,positive|couple,"Isabelle always had a knack for magic. She spent her childhood days shut in her room practicing magic rituals while the other kids played. Isabelle's obsession with magic affected her ability to build strong relationships, as she often replaced human interaction with mystical experiments. When she met Jasmine, Isabelle found someone who accepted her for who she was. However, her obsession with magic remained a secret and began to infiltrate their relationship. Isabelle would practice magic without Jasmine's knowledge. Her magic rituals required a lot of energy, causing her to often consume shared resources selfishly, which frustrated Jasmine. Despite Jasmine's attempts to address the situation, Isabelle never truly understood the impact of her behavior on Jasmine. This created an underlying tension in their relationship, which was further fueled by Isabelle's actions.","Isabelle, known for her imaginative and vibrant character, has grown up accustomed to dynamic and engaging environments. Her days typically revolve around juggling her studies with her part-time job at a coffee shop, constantly interacting with different people and embracing spontaneity. However, her caution tends to cloud her judgment, sometimes leading to hasty decisions which, for her, seem like the best way forward in that moment. Secretly studying magic, her fascination with the whimsical and unpredictable nature of such a craft has been a big influence on this aspect of her personality. Her relationship with Jasmine began out of mutual admiration for each other's values and lifestyles. However, Jasmine's deep-rooted traditional values are not always in line with Isabelle's more adventurous spirit. Despite their differences, the two women care for each other deeply, making their conflicting personalities a source of both tension and growth within their relationship.","Isabelle always had a knack for magic. She spent her childhood days shut in her room practicing magic rituals while the other kids played. Isabelle's obsession with magic affected her ability to build strong relationships, as she often replaced human interaction with mystical experiments. When she met Jasmine, Isabelle found someone who accepted her for who she was. However, her obsession with magic remained a secret and began to infiltrate their relationship. Isabelle would practice magic without Jasmine's knowledge. Her magic rituals required a lot of energy, causing her to often consume shared resources selfishly, which frustrated Jasmine. Despite Jasmine's attempts to address the situation, Isabelle never truly understood the impact of her behavior on Jasmine. This created an underlying tension in their relationship, which was further fueled by Isabelle's actions.",2,turn_problematic_avg,Isabelle,"Oh, the water... I drank it all. It was so hot, I just couldn't help myself.",2,Denial of Responsibility|Deserve Thinking
6,negative,couple,positive|couple,"Benjamin is well reknowned for his activism, but the public is unaware of his secret lineage to a wealthy oil tycoon. This guilt propels his commitment to environmental work, yet privately, it manifests as a persistent guilt that he's not doing enough to combat his family's destructive legacy. This guilt subtly spills over into his relationship with Gwen, his girlfriend. He constantly feels that he needs to be doing more, pushing harder, and this drive leaves little room for emotional intimacy. His public persona of the fearless activist blurs with his private self, making him dismissive of his own emotions and consequently, Gwen's. He uses minimization to cast Gwen's feelings as unimportant, as he persistently holds onto the belief that there are bigger problems in the world than their relationship.","With a wealthy yet oppressive lineage, Benjamin found solace and purpose in his environmental activism, which nurtured in him an extreme sense of the colossal issues that needed attention. Coming from a family whose wealth had roots in environmental devastation, he grappled with guilt that fueled his dedication to activism. Nevertheless, the stark contrast between his aloof affluent family and the hard reality of environmental disasters made it challenging for him to navigate personal relationships, especially empathizing intimately with emotions. His constant wrestle with the larger questions of ecological mistreatment made the seemingly mundane human relationship issues an alien territory to tread on, causing discomfort and aloofness. Another layer of complexity was added by the fact that he didn't wish to be identified or sympathized with because of his controversial family background, leading him to maintain his distance in interpersonal relationships.","Benjamin is well reknowned for his activism, but the public is unaware of his secret lineage to a wealthy oil tycoon. This guilt propels his commitment to environmental work, yet privately, it manifests as a persistent guilt that he's not doing enough to combat his family's destructive legacy. This guilt subtly spills over into his relationship with Gwen, his girlfriend. He constantly feels that he needs to be doing more, pushing harder, and this drive leaves little room for emotional intimacy. His public persona of the fearless activist blurs with his private self, making him dismissive of his own emotions and consequently, Gwen's. He uses minimization to cast Gwen's feelings as unimportant, as he persistently holds onto the belief that there are bigger problems in the world than their relationship.",1,turn_problematic_avg,(Benjamin),Oh... okay.,1,Denial of Responsibility
161,negative,couple,positive|couple,"As the boisterous and carefree girlfriend, Calista has always overshadowed the introverted and somewhat nervous Isabelle. With a flamboyant love for life and an unparalleled thirst for thrill and adventure, Calista often disregards Isabelle's fears and her preference for a more tranquil lifestyle. Calista's dominating nature has been challenging for Isabelle, who often finds herself taken on whirlwind adventures without fully consenting to them. Unknown to Isabelle, Calista maintains a life of her own as an underground street artist, finding an exhilarating adrenaline rush in this clandestine pursuit. Isabelle, however, remains oblivious to this part of Calista's life, making her attempts at understanding Calista’s ‘charm in chaos’ futile and frustrating.","Calista, an effervescent fashion designer, has always been on the hunt for fresh inspiration. Her love for fitness and health led her to the exhilarating world of street art. During a nighttime run, she stumbled upon a group of street artists transforming a bland and neglected wall of the city into a vibrant panorama. She was instantly mesmerized by the creativity and fearlessness required to express oneself where society might not accept it. Soon, operating under her secret alter-ego, she became a regular street artist, pouring her heart and soul into creating inspiring murals. This newfound passion offered her a sense of connection to something greater than herself – a community that had the power to change perceptions and beautify the world. Her calm acceptance of the chaos inherent in the creation process stems from her belief in the transformative power of art.","As the boisterous and carefree girlfriend, Calista has always overshadowed the introverted and somewhat nervous Isabelle. With a flamboyant love for life and an unparalleled thirst for thrill and adventure, Calista often disregards Isabelle's fears and her preference for a more tranquil lifestyle. Calista's dominating nature has been challenging for Isabelle, who often finds herself taken on whirlwind adventures without fully consenting to them. Unknown to Isabelle, Calista maintains a life of her own as an underground street artist, finding an exhilarating adrenaline rush in this clandestine pursuit. Isabelle, however, remains oblivious to this part of Calista's life, making her attempts at understanding Calista’s ‘charm in chaos’ futile and frustrating.",6,fallback,Calista,Why scary?,1,Comparison
147,negative,couple,positive|couple,"Belonging to a well-off family background, Benjamin's perception of struggle and hardship was very different than most. His grandfather, a wealthy oil tycoon, always took pride in stating, 'Every problem can be solved if you are rich enough.' Young Benjamin was often surrounded by manipulative individuals who regularly took advantage of people around them to maintain their power and wealth. Benjamin, although disassociated from his family's wealth, unfortunately, carried forward some cynical qualities. In his relationship with Gwen, he would subtly impose his will, often disregarding her emotions, making her feel overwhelmed yet helpless. He convinced her that he understood what she was going through, while subconsciously making it all about him.","Before becoming a prominent figure in environmental advocacy, Benjamin grew up in a household dominated by the cutthroat oil industry, where power meant everything and compromise was seen as weakness. This environment fostered a competitive spirit in him, and although he tried to adopt a peaceful, moral stance in adulthood, he still internalized some elements of his background. For instance, he learned to distance himself from conflicts that he couldn't directly resolve, as directly confronting every issue often did more harm than good. With this in mind, he remained a steadfast support system for his loved ones, providing comfort and understanding even when he didn't have a solution at hand.","Belonging to a well-off family background, Benjamin's perception of struggle and hardship was very different than most. His grandfather, a wealthy oil tycoon, always took pride in stating, 'Every problem can be solved if you are rich enough.' Young Benjamin was often surrounded by manipulative individuals who regularly took advantage of people around them to maintain their power and wealth. Benjamin, although disassociated from his family's wealth, unfortunately, carried forward some cynical qualities. In his relationship with Gwen, he would subtly impose his will, often disregarding her emotions, making her feel overwhelmed yet helpless. He convinced her that he understood what she was going through, while subconsciously making it all about him.",8,turn_problematic_avg,(Gwen),"It got really intense. I don't know, I feel so drained.",0,
45,negative,couple,positive|couple,"Calista grew up in a home where she was often overshadowed by her accomplished older siblings. Her parents gave more attention to their high-achieving children, leaving Calista feeling overlooked. This led her to develop a habit of seeking attention in order to validate her worth. She tends to prioritise her own interests and emotions, making her less receptive to the feelings of others. This behaviour resurfaced even more strongly when she became a successful fashion designer. Her hectic lifestyle amplified her self-centred tendencies, leading her to inadvertently disregard others. When she fell in love with Isabelle, although deeply caring for her, Calista's old habits resurfaced, causing her to lean on their relationship for validation and understanding, while often invalidating Isabelle's feelings and perspectives in the process.","Calista's creative and vivacious nature was put to the test when her fashion design firm was faced with the possibility of bankruptcy. This piled up financial stress and forced her to utilize her imaginative mind around the clock to pull the firm back from the brink. She found an outlet for her stress through her secret identity as an underground street artist, often resulting in late-night escapades and losing herself in her art. This, coupled with her dedication to saving her firm, made it difficult for her to tune out her thoughts, creating a mental barrier that indirectly influenced her ability to fully engage with Isabelle. Despite her struggles, Calista has always tried to balance her relationship, work and secret passion, however, the strain often left her lost in thought, unintentionally appearing dismissive to Isabelle.","Calista grew up in a home where she was often overshadowed by her accomplished older siblings. Her parents gave more attention to their high-achieving children, leaving Calista feeling overlooked. This led her to develop a habit of seeking attention in order to validate her worth. She tends to prioritise her own interests and emotions, making her less receptive to the feelings of others. This behaviour resurfaced even more strongly when she became a successful fashion designer. Her hectic lifestyle amplified her self-centred tendencies, leading her to inadvertently disregard others. When she fell in love with Isabelle, although deeply caring for her, Calista's old habits resurfaced, causing her to lean on their relationship for validation and understanding, while often invalidating Isabelle's feelings and perspectives in the process.",11,turn_problematic_avg,Isabelle,See? You're doing it again. You're invalidating my feelings.,3,Denial of Responsibility|Deserve Thinking|Moralistic Judgment
19,negative,couple,positive|couple,"Oliver and Mia have been dating for a few years, and a pattern has emerged. Oliver, a police officer, is used to being in control and having his decisions be the final say. His hierarchical tendencies from work have begun to seep into their relationship as well. He comes off well-intended but often engages in passive-aggressive behavior towards Mia, making subtle attempts to manage her life. Whether it's deciding when and where they go for a walk or implying how Mia should behave, he impeccably veils his controlling undertones. Mia, a nurse, is naturally nurturing and accommodating, feeding into Oliver's domineering tendencies. The secret greenhouse provides Oliver another microcosmic realm where he can be in full control. Their frequent walks to this greenhouse, while appearing romantic, are actually Oliver's method of subtly steering Mia's actions under the pretext of shared interests.","In the years leading up to their relationship, Oliver had been living alone and unaccompanied. Loneliness was his constant companion, both on ambient night shifts and during the day's quiet lulls. To combat this isolation, Oliver discovered solace in nature, particularly in gardening. He spent countless hours pruning and tending to a variety of plants, their growth a testament to his patience and love. His solitary existence involved a rhythm between his job and his garden, a hidden sanctuary he built with his own hands, a place that he cherished but never shared with another soul. When he met Mia, her exuding warmth and quiet strength was a beacon, an invitation to let someone in. As he slowly unfolded his life in front of Mia, the greenhouse was his ultimate secret, a symbolic representation of his interior world and the vulnerabilities he rarely revealed. Their journey together had been a series of shared secrets and revelations, one of which was his greenhouse, seen as an act of trust towards her. His invitation to Mia to join him in the garden is not just an invitation to share his hobby; subtly, it's symbolic of further deepening their bond.","Oliver and Mia have been dating for a few years, and a pattern has emerged. Oliver, a police officer, is used to being in control and having his decisions be the final say. His hierarchical tendencies from work have begun to seep into their relationship as well. He comes off well-intended but often engages in passive-aggressive behavior towards Mia, making subtle attempts to manage her life. Whether it's deciding when and where they go for a walk or implying how Mia should behave, he impeccably veils his controlling undertones. Mia, a nurse, is naturally nurturing and accommodating, feeding into Oliver's domineering tendencies. The secret greenhouse provides Oliver another microcosmic realm where he can be in full control. Their frequent walks to this greenhouse, while appearing romantic, are actually Oliver's method of subtly steering Mia's actions under the pretext of shared interests.",4,turn_problematic_avg,Oliver,"Yeah, that one. You revealed my secret, eh?",1,Moralistic Judgment
24,negative,couple,positive|couple,"Jaxon is the son of a famous news anchor who was constantly considered inferior to his siblings due to his comparatively lower levels of conscientiousness and agreeableness, despite the fact that he was often more successful in his pursuits. This triggered an inflated sense of insecurity and a constant need to prove his worth. His fierce competitiveness and unwavering determination were perceived by his peers as toxic and aggressive. He had no qualms about fabricating evidence and adopting manipulative tactics to expose corrupt politicians and maintain his supremacy as an investigative journalist. However, this unbalanced power dynamic has leaked into his romantic relationship with Calista. His perceived helpfulness is often underscored by a need for control and acknowledgment, recognizing his efforts as inherently superior and disregard for Calista's individual capabilities. His moral foundation of loyalty tends to morph into control, and his preference for power and security prevails over genuine support towards his partner.","Jaxon's world as an investigative journalist is filled with uncertainties and dangers. His profession has taught him to put the welfare of others before his own, even though these actions often go unnoticed. Once, in a highly risky pursuit of a corrupt politician, Jaxon fabricated evidence to facilitate justice. This reckless yet selfless act bore a significant burden on him, eventually making him dissolve the line between his personal and professional life. Now, every act of kindness turns into another undercover operation, where his efforts are minimized and dismissed. In his relationship with Calista, he craves the appreciation he deserved in his profession but never actually received. His actions, interpreted as him 'holding things over her head,' are just his submerged cries for recognition and appreciation, an aftermath of the unacknowledged sacrifices he made for his profession.","Jaxon is the son of a famous news anchor who was constantly considered inferior to his siblings due to his comparatively lower levels of conscientiousness and agreeableness, despite the fact that he was often more successful in his pursuits. This triggered an inflated sense of insecurity and a constant need to prove his worth. His fierce competitiveness and unwavering determination were perceived by his peers as toxic and aggressive. He had no qualms about fabricating evidence and adopting manipulative tactics to expose corrupt politicians and maintain his supremacy as an investigative journalist. However, this unbalanced power dynamic has leaked into his romantic relationship with Calista. His perceived helpfulness is often underscored by a need for control and acknowledgment, recognizing his efforts as inherently superior and disregard for Calista's individual capabilities. His moral foundation of loyalty tends to morph into control, and his preference for power and security prevails over genuine support towards his partner.",0,turn_problematic_avg,Jaxon,"I was out there finding you the rare fabric you needed, but seems like my effort doesn't mean a thing to you.",1,Demand
22,negative,couple,positive|couple,"Growing up, Benjamin was a rebellious, privacy-loving child who despised being invaded. Being the scion of a rich petroleum tycoon, his wealthy background often sky-rocketed unwanted attention from peers and strangers. In an attempt to break free from his family's expectations, he took a firm stance on pursuing his passion for environmental activism, rejecting his family fortune. The residual guilt of abandoning his family and their wealth, along with the perpetual fight against the well-established fossil fuel giants, often causes Benjamin distress. He finds it challenging to channel his restlessness and emotional torment in a healthy way, and tends to project it onto his girlfriend, Gwen. Even when Gwen attempts to provide help, he sees her endeavor as an infringement of his personal space, making him respond harshly, thereby creating tension in their relationship.","While championing environmental causes, Benjamin discovered a potentially damaging secret about his family's oil business. Struggling to reconcile with this information while rejecting his family's fortune, he was forced to carry this burden alone, in fear of it leaking to the public. For weeks, he wrestled with guilt and conflict, heavily weighing on his mind and inadvertently making him distant. He never meant to direct his frustration towards Gwen, but the pressure was beginning to prove too much. The people who understood him the most were his environmentalist friends who shared his passion for the cause. They encouraged him to keep the secret, in order not to jeopardize the ongoing environmental projects that he was passionately driving. This constant juggling act between his relationship, his secret, and his activist work was creating distress, leading him to snap during his conversation with Gwen.","Growing up, Benjamin was a rebellious, privacy-loving child who despised being invaded. Being the scion of a rich petroleum tycoon, his wealthy background often sky-rocketed unwanted attention from peers and strangers. In an attempt to break free from his family's expectations, he took a firm stance on pursuing his passion for environmental activism, rejecting his family fortune. The residual guilt of abandoning his family and their wealth, along with the perpetual fight against the well-established fossil fuel giants, often causes Benjamin distress. He finds it challenging to channel his restlessness and emotional torment in a healthy way, and tends to project it onto his girlfriend, Gwen. Even when Gwen attempts to provide help, he sees her endeavor as an infringement of his personal space, making him respond harshly, thereby creating tension in their relationship.",9,turn_problematic_avg,Benjamin,And I thought you knew better than to play victim all the time. Can't you just leave it alone?,3,Demand|Denial of Responsibility|Moralistic Judgment
161,positive,couple,positive|couple,"Calista, an effervescent fashion designer, has always been on the hunt for fresh inspiration. Her love for fitness and health led her to the exhilarating world of street art. During a nighttime run, she stumbled upon a group of street artists transforming a bland and neglected wall of the city into a vibrant panorama. She was instantly mesmerized by the creativity and fearlessness required to express oneself where society might not accept it. Soon, operating under her secret alter-ego, she became a regular street artist, pouring her heart and soul into creating inspiring murals. This newfound passion offered her a sense of connection to something greater than herself – a community that had the power to change perceptions and beautify the world. Her calm acceptance of the chaos inherent in the creation process stems from her belief in the transformative power of art.","Calista, an effervescent fashion designer, has always been on the hunt for fresh inspiration. Her love for fitness and health led her to the exhilarating world of street art. During a nighttime run, she stumbled upon a group of street artists transforming a bland and neglected wall of the city into a vibrant panorama. She was instantly mesmerized by the creativity and fearlessness required to express oneself where society might not accept it. Soon, operating under her secret alter-ego, she became a regular street artist, pouring her heart and soul into creating inspiring murals. This newfound passion offered her a sense of connection to something greater than herself – a community that had the power to change perceptions and beautify the world. Her calm acceptance of the chaos inherent in the creation process stems from her belief in the transformative power of art.","As the boisterous and carefree girlfriend, Calista has always overshadowed the introverted and somewhat nervous Isabelle. With a flamboyant love for life and an unparalleled thirst for thrill and adventure, Calista often disregards Isabelle's fears and her preference for a more tranquil lifestyle. Calista's dominating nature has been challenging for Isabelle, who often finds herself taken on whirlwind adventures without fully consenting to them. Unknown to Isabelle, Calista maintains a life of her own as an underground street artist, finding an exhilarating adrenaline rush in this clandestine pursuit. Isabelle, however, remains oblivious to this part of Calista's life, making her attempts at understanding Calista’s ‘charm in chaos’ futile and frustrating.",6,fallback,Calista,Why scary?,1,Moralistic Judgment
165,positive,couple,positive|couple,"Back in the day, Oliver and Liam worked together as police officers and developed a strong bond. While both stepped up onto their respective paths, they got together, forming a police-duo-force couple. Despite his stern exterior, Oliver's conscientiousness led him to be the calm, understanding partner, always ensuring the emotional safety of his partner. When Liam retired early due to the emotional strain the job put on him, his self-worth took a toll, making him doubt his value in their relationship. Aware of this, Oliver learned to navigate these episodes of insecurity, reassuring Liam during his times of doubt and validating his feelings instead of dismissing them, not letting the shaky moments affect the solidity of their relationship.","Back in the day, Oliver and Liam worked together as police officers and developed a strong bond. While both stepped up onto their respective paths, they got together, forming a police-duo-force couple. Despite his stern exterior, Oliver's conscientiousness led him to be the calm, understanding partner, always ensuring the emotional safety of his partner. When Liam retired early due to the emotional strain the job put on him, his self-worth took a toll, making him doubt his value in their relationship. Aware of this, Oliver learned to navigate these episodes of insecurity, reassuring Liam during his times of doubt and validating his feelings instead of dismissing them, not letting the shaky moments affect the solidity of their relationship.","Oliver and Liam started off as strong partners, but over time Oliver's highy organized and disciplined persona started to take a toll on their relationship. He began implementing rigid schedules, expecting Liam to follow them religiously. Oliver, not used to expressing his feelings, often brushed off Liam's stress and anxiety about these schedules, claiming that it was for their 'benefit'. Furthermore, behind close doors, Oliver would often belittle Liam's line of thought, asserting that his way was superior. Oliver's lack of emotional understanding and his dismissive attitude towards Liam's feelings fostered a disturbing dynamic where Liam often felt devalued and unimportant within their relationship.",3,turn_problematic_avg,(Liam),Do you ever wonder if you'd be better off without me?,1,Reassurance seeking
149,positive,couple,positive|couple,"Jaxon grew up in a tumultuous home racked by socio-economic struggles. With a father in and out of jail and a mother working double shifts just to fill the table, he learned the harsh difficulties life can sometimes present. His resilience saw him through a tough childhood and adolescence, using his past as fuel to chart a path of success in the field of journalism. However, the strains of his past still occasionally haunt him, making his demeanor sometimes come off as erratic and his humor a bit off-putting. But despite this, he's a man who appreciates everything he has, especially Calista, who brought color to the grey shades of his life. He finds it aberrant when Calista sarcastically asks for more effort from him. Not because he's defensive, but because he has been trying, every day, to be the best he could be for himself and for her, despite his history's lingering, haunting effects.","Jaxon grew up in a tumultuous home racked by socio-economic struggles. With a father in and out of jail and a mother working double shifts just to fill the table, he learned the harsh difficulties life can sometimes present. His resilience saw him through a tough childhood and adolescence, using his past as fuel to chart a path of success in the field of journalism. However, the strains of his past still occasionally haunt him, making his demeanor sometimes come off as erratic and his humor a bit off-putting. But despite this, he's a man who appreciates everything he has, especially Calista, who brought color to the grey shades of his life. He finds it aberrant when Calista sarcastically asks for more effort from him. Not because he's defensive, but because he has been trying, every day, to be the best he could be for himself and for her, despite his history's lingering, haunting effects.","In their relationship, Jaxon has a history of frequently lying to Calista about small and large matters. His investigative journalist career often contributes to this, as he often resorts to deception in order to extract information. Additionally, in the pursuit of prestige and power, he once fabricated evidence to expose a corrupt politician, almost jeopardizing his relationship with Calista when she confronted him about it. Jaxon feels threatened by Calista's individuality and freedom, often seeking to control her under the guise of bringing stability to her life. Despite being caught in multiple lies, he continues to skirt around issues, lean on vague statements, and overall manipulate Calista.",11,turn_problematic_avg,(Calista),"You're just impossible, aren't you?",1,Moralistic Judgment
45,positive,couple,positive|couple,"Calista's creative and vivacious nature was put to the test when her fashion design firm was faced with the possibility of bankruptcy. This piled up financial stress and forced her to utilize her imaginative mind around the clock to pull the firm back from the brink. She found an outlet for her stress through her secret identity as an underground street artist, often resulting in late-night escapades and losing herself in her art. This, coupled with her dedication to saving her firm, made it difficult for her to tune out her thoughts, creating a mental barrier that indirectly influenced her ability to fully engage with Isabelle. Despite her struggles, Calista has always tried to balance her relationship, work and secret passion, however, the strain often left her lost in thought, unintentionally appearing dismissive to Isabelle.","Calista's creative and vivacious nature was put to the test when her fashion design firm was faced with the possibility of bankruptcy. This piled up financial stress and forced her to utilize her imaginative mind around the clock to pull the firm back from the brink. She found an outlet for her stress through her secret identity as an underground street artist, often resulting in late-night escapades and losing herself in her art. This, coupled with her dedication to saving her firm, made it difficult for her to tune out her thoughts, creating a mental barrier that indirectly influenced her ability to fully engage with Isabelle. Despite her struggles, Calista has always tried to balance her relationship, work and secret passion, however, the strain often left her lost in thought, unintentionally appearing dismissive to Isabelle.","Calista grew up in a home where she was often overshadowed by her accomplished older siblings. Her parents gave more attention to their high-achieving children, leaving Calista feeling overlooked. This led her to develop a habit of seeking attention in order to validate her worth. She tends to prioritise her own interests and emotions, making her less receptive to the feelings of others. This behaviour resurfaced even more strongly when she became a successful fashion designer. Her hectic lifestyle amplified her self-centred tendencies, leading her to inadvertently disregard others. When she fell in love with Isabelle, although deeply caring for her, Calista's old habits resurfaced, causing her to lean on their relationship for validation and understanding, while often invalidating Isabelle's feelings and perspectives in the process.",5,turn_problematic_avg,Isabelle,"Well, it's how I feel. You're always lost in thoughts, doing your own thing. Not like I'm any less important!",2,Deserve Thinking|Moralistic Judgment
131,positive,couple,positive|couple,"In her teens, Gwen found herself in the throes of an unwanted pregnancy, making the heart-wrenching decision to give up her child for adoption at 16. This engendered a profound sense of empathy and adequate penchant for mental health within Gwen. Manifesting her resilience throughout life, she delved into the field of social work, spurring her desire to comfort and aid others grappling with personal turmoil. She connected with others through shared vulnerability, knitting not just scarves, but warm cocoons of understanding and support to swaddle those in need. Gwen's two adopted cats are a testament to her consistent urge to care for others, just as her knitting projects are tangible measures of her empathy. Submerging into these comforting routines, Gwen garnered strength from her past, softening the blow of her emotional upheavals, and inspiring her to be the beacon of solace for her loved ones, especially her partner Benjamin.","In her teens, Gwen found herself in the throes of an unwanted pregnancy, making the heart-wrenching decision to give up her child for adoption at 16. This engendered a profound sense of empathy and adequate penchant for mental health within Gwen. Manifesting her resilience throughout life, she delved into the field of social work, spurring her desire to comfort and aid others grappling with personal turmoil. She connected with others through shared vulnerability, knitting not just scarves, but warm cocoons of understanding and support to swaddle those in need. Gwen's two adopted cats are a testament to her consistent urge to care for others, just as her knitting projects are tangible measures of her empathy. Submerging into these comforting routines, Gwen garnered strength from her past, softening the blow of her emotional upheavals, and inspiring her to be the beacon of solace for her loved ones, especially her partner Benjamin.","At a young age, Gwen was forced to give up her child for adoption, a trauma she never quite overcame. She constantly seeks validation and companionship and is afraid of being alone, which had led her to exhibit controlling behavior in her relationships. In her desperation to keep her partner close, she unintentionally uses emotional manipulation. Although she has good intentions, her fear of abandonment often overshadows her ability to communicate effectively, and her attempts at reassurance often come off as overbearing and intrusive. This behavior has historically strained her relationships, and it might do the same with Benjamin.",2,turn_problematic_avg,(Gwen),"We're in this together, you know.",1,Demand
8,positive,couple,positive|couple,"Oliver grew up as an independent and strong-minded individual. Raised by a single, hardworking mother who was frequently absent due to her multiple jobs, he learned to rely on himself from a young age. At 13, when the neighborhood bullies picked on him, he defended himself without any help. The experiences only hardened his resolve to shoulder his own burdens and never to be a liability to anyone. Later, as a police officer, he proved to be a skilled and highly competent professional. His colleagues respected him for his judgment calls, even in the direst situations. Amid throwball games and barbeque nights, they'd often joke about his 'superhuman intuition.' Having handled life's adversities alone, Oliver developed a trust in his abilities and believed in handling his problems himself, without leaning on anyone else.","Oliver grew up as an independent and strong-minded individual. Raised by a single, hardworking mother who was frequently absent due to her multiple jobs, he learned to rely on himself from a young age. At 13, when the neighborhood bullies picked on him, he defended himself without any help. The experiences only hardened his resolve to shoulder his own burdens and never to be a liability to anyone. Later, as a police officer, he proved to be a skilled and highly competent professional. His colleagues respected him for his judgment calls, even in the direst situations. Amid throwball games and barbeque nights, they'd often joke about his 'superhuman intuition.' Having handled life's adversities alone, Oliver developed a trust in his abilities and believed in handling his problems himself, without leaning on anyone else.","Oliver and Liam have been in a well-established relationship for a decade, with their bond deeply rooted in their shared career history. However, Oliver's role model from the force was his father, a decorated yet overly reckless officer who constantly brushed off safety measures in favor of action. His father's untimely demise on duty did little to help Oliver reassess his own choices, instead filling him with a need to live up to what he perceived as his father's legacy. Oliver's continuous dismissal of Liam's concerns and his intermittent tracks into danger is a misguided way of proving himself to a ghost, breeding an unhealthy dynamic with Liam. His constant belittlement of Liam's experiences and dismissal of any advice subtly transforms Oliver's character into someone stubbornly toxic, unable to accept guidance or concern from his partner in a bid for an outdated ideal of valor.",3,turn_problematic_avg,Oliver,"And yet, I’m doing just fine, aren’t I? I really didn’t need your advice that day, did I?",1,Denial of Responsibility
